sigma,n_runs,mean_abs_error,std_abs_error,min_abs_error,max_abs_error,mean_runtime_sec,std_runtime_sec
0.1,3,6.223397499651651,1.3495003186052112,4.878703997861287,7.57765381170406,54.65893360002277,4.6483931067911115
0.25,3,2.005967282362093,1.1036647854740171,0.7377234926892413,2.748459958143343,58.498439900033794,10.566328229006853
0.4,3,1.493333082360401,1.355477984422383,0.3050110150996588,2.969672422570362,82.22969760000706,2.6761509748691124
