sigma,pinn_price_at_S0,analytical_price_at_S0,spot_abs_error,spot_rel_error,curve_mae,curve_rmse,curve_max_abs_error,in_domain_mae,in_domain_rmse,in_domain_max_abs_error,extrapolation_mae,extrapolation_rmse,extrapolation_max_abs_error,training_S_max,curve_S_max,extrapolation_width,value_scale,runtime_sec,final_loss
0.1,9.532027244567871,4.518823696840862,5.013203547727009,1.1094045450880883,1.9369544536506276,2.313668914765947,7.302585572064459,1.8687454562638706,2.1747597635825513,5.026141063757542,2.7827460212464152,3.61721760315523,7.302585572064459,700.0,756.0,56.0,110.0,49.89716389996465,0.002960195764899254
0.25,13.147521018981934,12.965818262987028,0.18170275599490537,0.014013982944185214,0.8782427287006395,1.207036319692231,4.077488046059443,0.7885023583561419,1.0823289601058963,2.6481389999390688,1.9910233209724084,2.2354295665021797,4.077488046059443,700.0,756.0,56.0,110.0,49.608754600049,0.0018208979163318872
0.4,22.382238388061523,21.296004075842724,1.0862343122187994,0.05100648498893636,0.5427193374383236,0.8181824137608629,2.509956804718513,0.4782710515643398,0.744350748241466,2.125271797180176,1.3418780822757224,1.4491174354960266,2.509956804718513,700.0,756.0,56.0,110.0,49.34560150001198,0.0011891319882124662
