sigma,seed,epochs,pinn_price_at_S0,analytical_price_at_S0,abs_error,rel_error,runtime_sec,final_loss,value_scale
0.1,101,5000,10.732658386230469,4.518823696840862,6.213834689389607,1.3751000495402683,49.960745300049894,0.001921876217238605,110.0
0.1,202,5000,12.096477508544922,4.518823696840862,7.57765381170406,1.676908487711447,54.76017799996771,0.0023930338211357594,110.0
0.1,303,5000,9.397527694702148,4.518823696840862,4.878703997861287,1.0796402615291274,59.2558775000507,0.0014915723586454988,110.0
0.25,101,5000,13.70354175567627,12.965818262987028,0.7377234926892413,0.05689756540820792,57.251595200039446,0.0020710895769298077,110.0
0.25,202,5000,15.497536659240723,12.965818262987028,2.5317183962536944,0.19526098121249189,48.61085250007454,0.002802180591970682,110.0
0.25,303,5000,15.714278221130371,12.965818262987028,2.748459958143343,0.21197736250779134,69.6328719999874,0.0033728759735822678,110.0
0.4,101,5000,22.501319885253906,21.296004075842724,1.2053158094111822,0.05659821462836969,79.20297109999228,0.0014874436892569065,110.0
0.4,202,5000,24.265676498413086,21.296004075842724,2.969672422570362,0.13944740111780085,83.20363610005006,0.00250533246435225,110.0
0.4,303,5000,21.601015090942383,21.296004075842724,0.3050110150996588,0.014322452888974144,84.28248559997883,0.0023379111662507057,110.0
